OBJECTID,GEOID,Name,Population,AggregateIncome,PCIAdjusted,ACSVintage,Jurisdiction,CRA_ID,CRAGroup,CRAName,CRANeighborhoods,TractLabel
155,53033010602,"Census Tract 106.02, King County, Washington",4243,286485500,67520,5Y20,Seattle,1.2,1,Fauntleroy/Seaview,"Fauntleroy, Gatewood, Morgan Junction, Lincoln Park, Seaview, Fairmount Park",106.02
156,53033010701,"Census Tract 107.01, King County, Washington",4267,189959100,44518,5Y20,Seattle,2.2,2,High Point,"High Point, Delridge",107.01
157,53033010702,"Census Tract 107.02, King County, Washington",4866,167052000,34330,5Y20,Seattle,2.2,2,High Point,"High Point, Delridge",107.02
158,53033010800,"Census Tract 108, King County, Washington",5159,226807000,43963,5Y20,Seattle,2.3,2,Riverview,"Riverview, Delridge",108
159,53033010900,"Census Tract 109, King County, Washington",1070,48669600,45486,5Y20,Seattle,3.2,3,Georgetown,Georgetown,109
160,53033011001,"Census Tract 110.01, King County, Washington",5439,135814400,24970,5Y20,Seattle,3.4,3,South Beacon Hill/NewHolly,"South Beacon Hill, NewHolly, Holly Park",110.01
161,53033011002,"Census Tract 110.02, King County, Washington",4348,104029800,23926,5Y20,Seattle,3.4,3,South Beacon Hill/NewHolly,"South Beacon Hill, NewHolly, Holly Park",110.02
162,53033011101,"Census Tract 111.01, King County, Washington",5168,173408000,33554,5Y20,Seattle,4.2,4,Columbia City,"Columbia City, Brighton, Mt. Baker, Lakewood, Genesee, Hillman City",111.01
163,53033011102,"Census Tract 111.02, King County, Washington",5643,306900100,54386,5Y20,Seattle,4.3,4,Seward Park,"Seward Park, Hillman City",111.02
164,53033011200,"Census Tract 112, King County, Washington",3793,130805800,34486,5Y20,Seattle,3.1,3,South Park,South Park,112
165,53033011300,"Census Tract 113, King County, Washington",6585,293177500,44522,5Y20,Seattle,2.5,2,Highland Park,"Highland Park, Westwood, White Center, South Delridge",113
166,53033011401,"Census Tract 114.01, King County, Washington",4881,192704600,39481,5Y20,Seattle,2.4,2,Roxhill/Westwood,"Roxhill, Westwood, South Delridge, White Center",114.01
167,53033011402,"Census Tract 114.02, King County, Washington",4411,156432000,35464,5Y20,Seattle,2.4,2,Roxhill/Westwood,"Roxhill, Westwood, South Delridge, White Center",114.02
168,53033011500,"Census Tract 115, King County, Washington",4464,238390800,53403,5Y20,Seattle,2.4,2,Roxhill/Westwood,"Roxhill, Westwood, South Delridge, White Center",115
169,53033011601,"Census Tract 116.01, King County, Washington",3332,256006400,76833,5Y20,Seattle,1.2,1,Fauntleroy/Seaview,"Fauntleroy, Gatewood, Morgan Junction, Lincoln Park, Seaview, Fairmount Park",116.01
170,53033011602,"Census Tract 116.02, King County, Washington",3809,229383700,60222,5Y20,Seattle,1.2,1,Fauntleroy/Seaview,"Fauntleroy, Gatewood, Morgan Junction, Lincoln Park, Seaview, Fairmount Park",116.02
171,53033011700,"Census Tract 117, King County, Washington",5761,168255200,29206,5Y20,Seattle,3.4,3,South Beacon Hill/NewHolly,"South Beacon Hill, NewHolly, Holly Park",117
172,53033011801,"Census Tract 118.01, King County, Washington",3569,144615000,40520,5Y20,Seattle,4.1,4,Rainier Beach,"Rainier Beach, Rainier View, Lake Ridge, Dunlap",118.01
173,53033011802,"Census Tract 118.02, King County, Washington",4833,142907900,29569,5Y20,Seattle,4.1,4,Rainier Beach,"Rainier Beach, Rainier View, Lake Ridge, Dunlap",118.02
174,53033011901,"Census Tract 119.01, King County, Washington",4323,235053800,54373,5Y20,Seattle,4.1,4,Rainier Beach,"Rainier Beach, Rainier View, Lake Ridge, Dunlap",119.01
175,53033011902,"Census Tract 119.02, King County, Washington",3552,164844900,46409,5Y20,Seattle,4.1,4,Rainier Beach,"Rainier Beach, Rainier View, Lake Ridge, Dunlap",119.02
176,53033012000,"Census Tract 120, King County, Washington",3538,191782500,54206,5Y20,Seattle,1.1,1,Arbor Heights,"Arbor Heights, Brace Point, Endolyne, Arroyo",120
177,53033012100,"Census Tract 121, King County, Washington",2740,199448300,72791,5Y20,Seattle,1.1,1,Arbor Heights,"Arbor Heights, Brace Point, Endolyne, Arroyo",121
178,53033020100,"Census Tract 201, King County, Washington",3251,205547600,63226,5Y20,King County Balance,,,,,201
179,53033020200,"Census Tract 202, King County, Washington",5411,266078700,49174,5Y20,King County Balance,,,,,202
180,53033020301,"Census Tract 203.01, King County, Washington",3619,163784100,45257,5Y20,King County Balance,,,,,203.01
181,53033020302,"Census Tract 203.02, King County, Washington",3746,143212600,38231,5Y20,King County Balance,,,,,203.02
182,53033020401,"Census Tract 204.01, King County, Washington",3821,145048300,37961,5Y20,King County Balance,,,,,204.01
183,53033020402,"Census Tract 204.02, King County, Washington",5326,249428300,46832,5Y20,King County Balance,,,,,204.02
184,53033020500,"Census Tract 205, King County, Washington",7372,343711600,46624,5Y20,King County Balance,,,,,205
185,53033020600,"Census Tract 206, King County, Washington",3681,150073500,40770,5Y20,King County Balance,,,,,206
186,53033020700,"Census Tract 207, King County, Washington",4075,171022300,41969,5Y20,King County Balance,,,,,207
187,53033020800,"Census Tract 208, King County, Washington",4363,259473200,59471,5Y20,King County Balance,,,,,208
188,53033020900,"Census Tract 209, King County, Washington",3422,194772900,56918,5Y20,King County Balance,,,,,209
189,53033021000,"Census Tract 210, King County, Washington",5887,250817700,42605,5Y20,King County Balance,,,,,210
190,53033021100,"Census Tract 211, King County, Washington",4395,194263200,44201,5Y20,King County Balance,,,,,211
191,53033021300,"Census Tract 213, King County, Washington",4189,205690900,49103,5Y20,King County Balance,,,,,213
192,53033021400,"Census Tract 214, King County, Washington",3868,228986100,59200,5Y20,King County Balance,,,,,214
193,53033021500,"Census Tract 215, King County, Washington",4658,283628000,60891,5Y20,King County Balance,,,,,215
194,53033021600,"Census Tract 216, King County, Washington",5112,277180600,54222,5Y20,King County Balance,,,,,216
195,53033021701,"Census Tract 217.01, King County, Washington",4080,225684200,55315,5Y20,King County Balance,,,,,217.01
196,53033021702,"Census Tract 217.02, King County, Washington",5093,266613100,52349,5Y20,King County Balance,,,,,217.02
197,53033021802,"Census Tract 218.02, King County, Washington",6065,318171800,52460,5Y20,King County Balance,,,,,218.02
198,53033021803,"Census Tract 218.03, King County, Washington",5565,286464800,51476,5Y20,King County Balance,,,,,218.03
199,53033021804,"Census Tract 218.04, King County, Washington",5321,208754800,39232,5Y20,King County Balance,,,,,218.04
200,53033021903,"Census Tract 219.03, King County, Washington",6409,273061000,42606,5Y20,King County Balance,,,,,219.03
201,53033021904,"Census Tract 219.04, King County, Washington",5508,261637800,47501,5Y20,King County Balance,,,,,219.04
202,53033021905,"Census Tract 219.05, King County, Washington",5806,259167800,44638,5Y20,King County Balance,,,,,219.05
203,53033021906,"Census Tract 219.06, King County, Washington",4695,252693700,53822,5Y20,King County Balance,,,,,219.06
204,53033022001,"Census Tract 220.01, King County, Washington",5367,293545000,54694,5Y20,King County Balance,,,,,220.01
205,53033022003,"Census Tract 220.03, King County, Washington",5488,251184500,45770,5Y20,King County Balance,,,,,220.03
206,53033022005,"Census Tract 220.05, King County, Washington",4862,257135800,52887,5Y20,King County Balance,,,,,220.05
207,53033022006,"Census Tract 220.06, King County, Washington",4377,267777800,61178,5Y20,King County Balance,,,,,220.06
208,53033022101,"Census Tract 221.01, King County, Washington",4971,325085700,65396,5Y20,King County Balance,,,,,221.01
209,53033022102,"Census Tract 221.02, King County, Washington",6647,364506400,54838,5Y20,King County Balance,,,,,221.02
210,53033022201,"Census Tract 222.01, King County, Washington",4685,241143400,51471,5Y20,King County Balance,,,,,222.01
211,53033022203,"Census Tract 222.03, King County, Washington",5185,358841500,69208,5Y20,King County Balance,,,,,222.03
212,53033022204,"Census Tract 222.04, King County, Washington",3316,146422600,44156,5Y20,King County Balance,,,,,222.04
213,53033022205,"Census Tract 222.05, King County, Washington",4047,223406800,55203,5Y20,King County Balance,,,,,222.05
214,53033022300,"Census Tract 223, King County, Washington",2569,221039500,86041,5Y20,King County Balance,,,,,223
215,53033022401,"Census Tract 224.01, King County, Washington",3413,290935800,85243,5Y20,King County Balance,,,,,224.01
216,53033022402,"Census Tract 224.02, King County, Washington",5413,465133700,85929,5Y20,King County Balance,,,,,224.02
217,53033022501,"Census Tract 225.01, King County, Washington",4659,369332600,79273,5Y20,King County Balance,,,,,225.01
218,53033022502,"Census Tract 225.02, King County, Washington",3736,383899900,102757,5Y20,King County Balance,,,,,225.02
219,53033022603,"Census Tract 226.03, King County, Washington",6007,370479600,61675,5Y20,King County Balance,,,,,226.03
220,53033022604,"Census Tract 226.04, King County, Washington",4941,330131600,66815,5Y20,King County Balance,,,,,226.04
221,53033022605,"Census Tract 226.05, King County, Washington",7141,368469200,51599,5Y20,King County Balance,,,,,226.05
222,53033022606,"Census Tract 226.06, King County, Washington",6154,380612400,61848,5Y20,King County Balance,,,,,226.06
223,53033022701,"Census Tract 227.01, King County, Washington",3398,340514500,100210,5Y20,King County Balance,,,,,227.01
224,53033022702,"Census Tract 227.02, King County, Washington",4051,320375500,79086,5Y20,King County Balance,,,,,227.02
225,53033022703,"Census Tract 227.03, King County, Washington",3200,233373700,72929,5Y20,King County Balance,,,,,227.03
226,53033022802,"Census Tract 228.02, King County, Washington",5762,405967700,70456,5Y20,King County Balance,,,,,228.02
227,53033022803,"Census Tract 228.03, King County, Washington",6484,445495800,68707,5Y20,King County Balance,,,,,228.03
228,53033022804,"Census Tract 228.04, King County, Washington",5258,300172300,57089,5Y20,King County Balance,,,,,228.04
229,53033022805,"Census Tract 228.05, King County, Washington",3790,304076000,80231,5Y20,King County Balance,,,,,228.05
230,53033022901,"Census Tract 229.01, King County, Washington",3272,212552700,64961,5Y20,King County Balance,,,,,229.01
231,53033022902,"Census Tract 229.02, King County, Washington",6180,478438400,77417,5Y20,King County Balance,,,,,229.02
232,53033023000,"Census Tract 230, King County, Washington",6622,496095700,74916,5Y20,King County Balance,,,,,230
233,53033023100,"Census Tract 231, King County, Washington",4199,278844500,66407,5Y20,King County Balance,,,,,231
234,53033023201,"Census Tract 232.01, King County, Washington",6187,331437600,53570,5Y20,King County Balance,,,,,232.01
235,53033023202,"Census Tract 232.02, King County, Washington",4686,220162600,46983,5Y20,King County Balance,,,,,232.02
236,53033023300,"Census Tract 233, King County, Washington",7098,342694200,48280,5Y20,King County Balance,,,,,233
237,53033023401,"Census Tract 234.01, King County, Washington",4240,223163900,52633,5Y20,King County Balance,,,,,234.01
238,53033023403,"Census Tract 234.03, King County, Washington",3977,294923800,74157,5Y20,King County Balance,,,,,234.03
239,53033023404,"Census Tract 234.04, King County, Washington",3711,213025200,57404,5Y20,King County Balance,,,,,234.04
240,53033023500,"Census Tract 235, King County, Washington",4070,283814700,69733,5Y20,King County Balance,,,,,235
241,53033023601,"Census Tract 236.01, King County, Washington",4452,369394100,82973,5Y20,King County Balance,,,,,236.01
242,53033023603,"Census Tract 236.03, King County, Washington",6724,384992100,57256,5Y20,King County Balance,,,,,236.03
243,53033023604,"Census Tract 236.04, King County, Washington",6428,399301500,62119,5Y20,King County Balance,,,,,236.04
244,53033023701,"Census Tract 237.01, King County, Washington",4670,394026500,84374,5Y20,King County Balance,,,,,237.01
245,53033023702,"Census Tract 237.02, King County, Washington",377,32902400,87274,5Y20,King County Balance,,,,,237.02
246,53033023801,"Census Tract 238.01, King County, Washington",3171,196634600,62010,5Y20,King County Balance,,,,,238.01
247,53033023805,"Census Tract 238.05, King County, Washington",3211,314706800,98009,5Y20,King County Balance,,,,,238.05
248,53033023806,"Census Tract 238.06, King County, Washington",3219,282754800,87839,5Y20,King County Balance,,,,,238.06
249,53033023807,"Census Tract 238.07, King County, Washington",5589,726133800,129922,5Y20,King County Balance,,,,,238.07
250,53033023808,"Census Tract 238.08, King County, Washington",2482,252776300,101844,5Y20,King County Balance,,,,,238.08
251,53033023901,"Census Tract 239.01, King County, Washington",4497,341508800,75941,5Y20,King County Balance,,,,,239.01
252,53033023902,"Census Tract 239.02, King County, Washington",2818,359103600,127432,5Y20,King County Balance,,,,,239.02
253,53033024001,"Census Tract 240.01, King County, Washington",3927,360891100,91900,5Y20,King County Balance,,,,,240.01
254,53033024002,"Census Tract 240.02, King County, Washington",3831,363373000,94851,5Y20,King County Balance,,,,,240.02
255,53033024100,"Census Tract 241, King County, Washington",5060,690348400,136432,5Y20,King County Balance,,,,,241
256,53033024200,"Census Tract 242, King County, Washington",3283,411468500,125333,5Y20,King County Balance,,,,,242
257,53033024301,"Census Tract 243.01, King County, Washington",4841,296828200,61315,5Y20,King County Balance,,,,,243.01
258,53033024302,"Census Tract 243.02, King County, Washington",4358,395094100,90659,5Y20,King County Balance,,,,,243.02
259,53033024400,"Census Tract 244, King County, Washington",3170,234369900,73934,5Y20,King County Balance,,,,,244
260,53033024500,"Census Tract 245, King County, Washington",4987,486182500,97490,5Y20,King County Balance,,,,,245
261,53033024601,"Census Tract 246.01, King County, Washington",4797,612829900,127753,5Y20,King County Balance,,,,,246.01
262,53033024602,"Census Tract 246.02, King County, Washington",3667,437090300,119196,5Y20,King County Balance,,,,,246.02
263,53033024701,"Census Tract 247.01, King County, Washington",3624,181789500,50163,5Y20,King County Balance,,,,,247.01
264,53033024703,"Census Tract 247.03, King County, Washington",3902,256600500,65761,5Y20,King County Balance,,,,,247.03
265,53033024704,"Census Tract 247.04, King County, Washington",4277,251419600,58784,5Y20,King County Balance,,,,,247.04
266,53033024800,"Census Tract 248, King County, Washington",5645,264064200,46778,5Y20,King County Balance,,,,,248
267,53033024901,"Census Tract 249.01, King County, Washington",4868,368945900,75790,5Y20,King County Balance,,,,,249.01
268,53033024902,"Census Tract 249.02, King County, Washington",4304,286447300,66554,5Y20,King County Balance,,,,,249.02
269,53033024904,"Census Tract 249.04, King County, Washington",3012,210983900,70048,5Y20,King County Balance,,,,,249.04
270,53033024905,"Census Tract 249.05, King County, Washington",3718,323603000,87037,5Y20,King County Balance,,,,,249.05
271,53033025001,"Census Tract 250.01, King County, Washington",6032,409327200,67859,5Y20,King County Balance,,,,,250.01
272,53033025005,"Census Tract 250.05, King County, Washington",5346,442960000,82858,5Y20,King County Balance,,,,,250.05
273,53033025006,"Census Tract 250.06, King County, Washington",6201,535050600,86285,5Y20,King County Balance,,,,,250.06
274,53033025007,"Census Tract 250.07, King County, Washington",4405,347887800,78976,5Y20,King County Balance,,,,,250.07
275,53033025008,"Census Tract 250.08, King County, Washington",2289,159483400,69674,5Y20,King County Balance,,,,,250.08
276,53033025101,"Census Tract 251.01, King County, Washington",6635,289039700,43563,5Y20,King County Balance,,,,,251.01
277,53033025103,"Census Tract 251.03, King County, Washington",4135,184766400,44684,5Y20,King County Balance,,,,,251.03
278,53033025104,"Census Tract 251.04, King County, Washington",4386,190043900,43330,5Y20,King County Balance,,,,,251.04
279,53033025201,"Census Tract 252.01, King County, Washington",4182,183579400,43898,5Y20,King County Balance,,,,,252.01
280,53033025202,"Census Tract 252.02, King County, Washington",4771,232702800,48774,5Y20,King County Balance,,,,,252.02
281,53033025302,"Census Tract 253.02, King County, Washington",4818,216307900,44896,5Y20,King County Balance,,,,,253.02
282,53033025303,"Census Tract 253.03, King County, Washington",2328,120431100,51732,5Y20,King County Balance,,,,,253.03
283,53033025304,"Census Tract 253.04, King County, Washington",4286,270700200,63159,5Y20,King County Balance,,,,,253.04
284,53033025401,"Census Tract 254.01, King County, Washington",3738,139740700,37384,5Y20,King County Balance,,,,,254.01
285,53033025402,"Census Tract 254.02, King County, Washington",3600,125831700,34953,5Y20,King County Balance,,,,,254.02
286,53033025500,"Census Tract 255, King County, Washington",5263,175989200,33439,5Y20,King County Balance,,,,,255
287,53033025601,"Census Tract 256.01, King County, Washington",5182,170688900,32939,5Y20,King County Balance,,,,,256.01
288,53033025602,"Census Tract 256.02, King County, Washington",6479,312490900,48231,5Y20,King County Balance,,,,,256.02
289,53033025702,"Census Tract 257.02, King County, Washington",3203,125070300,39048,5Y20,King County Balance,,,,,257.02
290,53033025703,"Census Tract 257.03, King County, Washington",3378,134713900,39880,5Y20,King County Balance,,,,,257.03
291,53033025704,"Census Tract 257.04, King County, Washington",3529,115057200,32603,5Y20,King County Balance,,,,,257.04
292,53033025803,"Census Tract 258.03, King County, Washington",4518,148991400,32977,5Y20,King County Balance,,,,,258.03
293,53033025804,"Census Tract 258.04, King County, Washington",3479,116852100,33588,5Y20,King County Balance,,,,,258.04
294,53033025805,"Census Tract 258.05, King County, Washington",5174,181256100,35032,5Y20,King County Balance,,,,,258.05
295,53033025806,"Census Tract 258.06, King County, Washington",5033,205185800,40768,5Y20,King County Balance,,,,,258.06
